order_id,order_date,product_name,category,quantity,unit_price,discount,region,customer_segment
1062,2025-01-05,Air Purifier,Home,3,53.93,0.1,Europe,Consumer
1063,2025-01-05,Denim Jeans,Clothing,1,99.21,0.1,APAC,Corporate
1064,2025-01-05,Ergonomic Chair,Home,1,225.37,0.15,APAC,Home Office
1065,2025-01-05,Cotton T-Shirt,Clothing,4,79.12,0.15,Europe,Consumer
1066,2025-01-05,Sleeping Bag,Sports,2,36.87,0.2,APAC,Consumer
1067,2025-01-05,Camping Tent,Sports,3,86.3,0.15,Europe,Home Office
1068,2025-01-06,Sleeping Bag,Sports,4,45.91,0.0,APAC,Consumer
1069,2025-01-06,Ergonomic Chair,Home,4,273.37,0.0,LATAM,Corporate
1070,2025-01-06,Standing Desk,Home,2,125.14,0.0,APAC,Corporate
1071,2025-01-06,Ergonomic Chair,Home,1,163.32,0.0,North America,Corporate
1072,2025-01-06,Bluetooth Speaker,Electronics,3,650.81,0.0,APAC,Consumer
1073,2025-01-06,Air Purifier,Home,2,141.16,0.15,LATAM,Home Office
1074,2025-01-06,Cotton T-Shirt,Clothing,3,106.26,0.1,LATAM,Home Office
1075,2025-01-06,Leather Jacket,Clothing,3,118.95,0.1,LATAM,Premium
1076,2025-01-06,Cotton T-Shirt,Clothing,4,78.39,0.1,Europe,Home Office
1077,2025-01-06,Sleeping Bag,Sports,3,166.59,0.2,APAC,Corporate
1078,2025-01-06,iPhone 15,Electronics,3,394.32,0.0,North America,Premium
1079,2025-01-06,Wool Sweater,Clothing,4,107.54,0.0,APAC,Consumer
1080,2025-01-06,Bluetooth Speaker,Electronics,4,572.26,0.2,LATAM,Corporate
1081,2025-01-06,Dumbbell Set,Sports,2,97.14,0.0,Europe,Consumer
1082,2025-01-06,Dumbbell Set,Sports,1,145.65,0.0,LATAM,Premium
1083,2025-01-06,MacBook Air,Electronics,3,826.36,0.0,APAC,Premium
1084,2025-01-06,Coffee Maker,Home,3,298.74,0.0,APAC,Consumer
1085,2025-01-06,Running Shoes,Clothing,1,53.87,0.0,LATAM,Home Office
1086,2025-01-06,Tennis Racket,Sports,1,76.68,0.0,North America,Home Office
1087,2025-01-06,Cotton T-Shirt,Clothing,3,81.53,0.0,APAC,Consumer
1088,2025-01-07,Air Purifier,Home,3,168.02,0.0,APAC,Home Office
1089,2025-01-07,Ergonomic Chair,Home,1,58.14,0.15,North America,Consumer
1090,2025-01-07,Cotton T-Shirt,Clothing,4,98.78,0.15,APAC,Consumer
1091,2025-01-07,iPhone 15,Electronics,2,1086.98,0.05,APAC,Premium
1092,2025-01-07,Camping Tent,Sports,1,143.46,0.15,APAC,Home Office
1093,2025-01-07,Wool Sweater,Clothing,1,80.6,0.1,LATAM,Premium
1094,2025-01-07,Yoga Mat,Sports,4,22.32,0.0,LATAM,Home Office
1095,2025-01-07,Ergonomic Chair,Home,4,198.56,0.2,LATAM,Consumer
1096,2025-01-07,iPad Pro,Electronics,3,428.32,0.0,Europe,Premium
1097,2025-01-07,LED Desk Lamp,Home,2,79.74,0.05,LATAM,Corporate
1098,2025-01-07,Wool Sweater,Clothing,2,43.47,0.05,APAC,Premium
1099,2025-01-07,Leather Jacket,Clothing,4,54.55,0.2,Europe,Corporate
1100,2025-01-07,Standing Desk,Home,2,215.37,0.1,LATAM,Corporate
1101,2025-01-07,Standing Desk,Home,1,330.57,0.05,LATAM,Premium
1102,2025-01-07,Bluetooth Speaker,Electronics,4,633.33,0.15,APAC,Premium
1103,2025-01-07,Air Purifier,Home,3,239.37,0.1,Europe,Consumer
1104,2025-01-07,Cotton T-Shirt,Clothing,1,31.18,0.0,APAC,Corporate
1105,2025-01-07,Yoga Mat,Sports,2,124.14,0.2,LATAM,Consumer
1106,2025-01-07,Air Purifier,Home,2,133.51,0.2,North America,Premium
1107,2025-01-07,Standing Desk,Home,1,352.53,0.1,Europe,Corporate
1108,2025-01-08,Bluetooth Speaker,Electronics,4,308.27,0.0,North America,Consumer
1109,2025-01-08,Denim Jeans,Clothing,2,93.51,0.15,LATAM,Consumer
1110,2025-01-08,Bluetooth Speaker,Electronics,4,820.12,0.15,Europe,Corporate
1111,2025-01-08,Leather Jacket,Clothing,3,145.78,0.0,LATAM,Consumer
1112,2025-01-08,Wool Sweater,Clothing,1,40.85,0.05,LATAM,Consumer
1113,2025-01-08,Coffee Maker,Home,1,173.98,0.2,APAC,Premium
1114,2025-01-08,iPhone 15,Electronics,4,1012.19,0.0,Europe,Home Office
1115,2025-01-08,Camping Tent,Sports,1,186.25,0.15,APAC,Corporate
1116,2025-01-08,Coffee Maker,Home,4,130.05,0.0,North America,Corporate
1117,2025-01-08,Yoga Mat,Sports,2,122.62,0.0,North America,Home Office
1118,2025-01-08,Dumbbell Set,Sports,2,54.17,0.0,North America,Consumer
1119,2025-01-08,iPad Pro,Electronics,1,940.64,0.1,LATAM,Premium
1120,2025-01-08,Camping Tent,Sports,4,128.87,0.2,Europe,Corporate
1121,2025-01-09,iPhone 15,Electronics,4,1143.16,0.05,North America,Corporate
1122,2025-01-09,iPad Pro,Electronics,2,856.02,0.2,LATAM,Consumer
1123,2025-01-09,Cotton T-Shirt,Clothing,3,135.33,0.05,North America,Consumer
1124,2025-01-09,Wool Sweater,Clothing,3,123.62,0.0,APAC,Premium
1125,2025-01-09,MacBook Air,Electronics,3,797.42,0.2,LATAM,Corporate
1126,2025-01-09,MacBook Air,Electronics,3,348.49,0.0,LATAM,Corporate
1127,2025-01-09,Cotton T-Shirt,Clothing,4,127.5,0.0,LATAM,Home Office
1128,2025-01-09,iPhone 15,Electronics,4,422.7,0.05,North America,Home Office
1129,2025-01-09,Camping Tent,Sports,3,107.7,0.1,APAC,Home Office
1130,2025-01-09,Tennis Racket,Sports,2,144.75,0.1,APAC,Corporate
1131,2025-01-10,Wool Sweater,Clothing,4,141.76,0.05,APAC,Corporate
1132,2025-01-10,iPad Pro,Electronics,1,380.29,0.15,Europe,Home Office
1133,2025-01-10,Standing Desk,Home,3,73.79,0.05,North America,Corporate
1134,2025-01-10,Running Shoes,Clothing,3,125.32,0.1,APAC,Corporate
1135,2025-01-10,Denim Jeans,Clothing,3,68.68,0.1,LATAM,Corporate
1136,2025-01-10,Smartwatch Ultra,Electronics,4,581.09,0.15,Europe,Premium
1137,2025-01-10,MacBook Air,Electronics,2,797.27,0.0,APAC,Consumer
1138,2025-01-10,iPad Pro,Electronics,3,608.4,0.1,APAC,Corporate
1139,2025-01-10,Smartwatch Ultra,Electronics,2,216.58,0.1,LATAM,Home Office
1140,2025-01-10,Sleeping Bag,Sports,4,148.08,0.1,North America,Premium
1141,2025-01-10,Cotton T-Shirt,Clothing,4,72.14,0.1,North America,Premium
1142,2025-01-10,Standing Desk,Home,4,250.65,0.05,North America,Premium
1143,2025-01-10,Air Purifier,Home,4,280.12,0.15,Europe,Consumer
1144,2025-01-10,Wool Sweater,Clothing,1,45.68,0.15,North America,Consumer
1145,2025-01-11,LED Desk Lamp,Home,4,144.87,0.1,LATAM,Home Office
1146,2025-01-11,LED Desk Lamp,Home,3,275.95,0.0,Europe,Consumer
1147,2025-01-11,Wool Sweater,Clothing,1,70.04,0.0,North America,Corporate
1148,2025-01-11,Coffee Maker,Home,4,205.34,0.0,APAC,Consumer
1149,2025-01-11,Air Purifier,Home,4,107.22,0.2,LATAM,Home Office
1150,2025-01-11,LED Desk Lamp,Home,1,230.05,0.15,APAC,Corporate
1151,2025-01-11,Camping Tent,Sports,3,45.95,0.0,LATAM,Premium
1152,2025-01-11,Dumbbell Set,Sports,3,60.86,0.0,LATAM,Consumer
1153,2025-01-11,Smartwatch Ultra,Electronics,1,705.97,0.0,LATAM,Corporate
1154,2025-01-11,Cotton T-Shirt,Clothing,2,93.87,0.2,North America,Home Office
1155,2025-01-11,iPhone 15,Electronics,2,264.75,0.0,LATAM,Consumer
1156,2025-01-11,Bluetooth Speaker,Electronics,4,405.62,0.0,APAC,Corporate
1157,2025-01-12,Tennis Racket,Sports,4,192.17,0.2,LATAM,Corporate
1158,2025-01-12,Smartwatch Ultra,Electronics,1,663.0,0.2,APAC,Corporate
1159,2025-01-12,Yoga Mat,Sports,2,174.14,0.0,Europe,Premium
1160,2025-01-12,iPad Pro,Electronics,2,689.1,0.05,North America,Consumer
1161,2025-01-12,MacBook Air,Electronics,4,485.94,0.15,APAC,Premium
1162,2025-01-12,Sleeping Bag,Sports,3,134.69,0.05,North America,Home Office
1163,2025-01-12,Tennis Racket,Sports,4,51.73,0.0,LATAM,Premium
1164,2025-01-12,Denim Jeans,Clothing,4,51.83,0.1,North America,Premium
1165,2025-01-12,Ergonomic Chair,Home,4,171.45,0.0,Europe,Home Office
1166,2025-01-12,Ergonomic Chair,Home,1,161.16,0.0,LATAM,Corporate
1167,2025-01-12,Camping Tent,Sports,1,124.76,0.1,Europe,Corporate
1168,2025-01-12,Standing Desk,Home,1,186.38,0.0,North America,Consumer
1169,2025-01-12,MacBook Air,Electronics,3,868.54,0.0,LATAM,Premium
1170,2025-01-12,Ergonomic Chair,Home,3,349.76,0.05,Europe,Premium
1171,2025-01-13,Bluetooth Speaker,Electronics,1,895.67,0.1,Europe,Consumer
1172,2025-01-13,Bluetooth Speaker,Electronics,3,401.22,0.0,North America,Consumer
1173,2025-01-13,Wool Sweater,Clothing,3,51.17,0.2,LATAM,Home Office
1174,2025-01-13,Dumbbell Set,Sports,1,136.4,0.05,APAC,Consumer
1175,2025-01-13,Wool Sweater,Clothing,3,68.92,0.2,APAC,Corporate
1176,2025-01-13,Dumbbell Set,Sports,1,25.11,0.05,APAC,Corporate
1177,2025-01-13,Yoga Mat,Sports,2,146.86,0.0,APAC,Corporate
1178,2025-01-13,Bluetooth Speaker,Electronics,4,909.4,0.2,LATAM,Premium
1179,2025-01-13,Cotton T-Shirt,Clothing,4,95.58,0.15,Europe,Home Office
1180,2025-01-13,Smartwatch Ultra,Electronics,1,950.07,0.15,North America,Consumer
1181,2025-01-14,iPad Pro,Electronics,2,1068.77,0.1,LATAM,Consumer
1182,2025-01-14,Denim Jeans,Clothing,2,59.57,0.0,Europe,Consumer
1183,2025-01-14,Leather Jacket,Clothing,4,85.68,0.05,LATAM,Consumer
1184,2025-01-14,Standing Desk,Home,1,65.4,0.1,Europe,Home Office
1185,2025-01-14,Cotton T-Shirt,Clothing,3,128.38,0.2,North America,Corporate
1186,2025-01-14,Leather Jacket,Clothing,4,39.15,0.2,LATAM,Home Office
1187,2025-01-14,Yoga Mat,Sports,2,126.08,0.15,LATAM,Corporate
1188,2025-01-14,Tennis Racket,Sports,4,38.06,0.0,North America,Premium
1189,2025-01-14,Sleeping Bag,Sports,1,178.17,0.2,LATAM,Corporate
1190,2025-01-14,Denim Jeans,Clothing,4,104.86,0.0,North America,Premium
1191,2025-01-14,Leather Jacket,Clothing,1,30.29,0.0,Europe,Corporate
1192,2025-01-14,Ergonomic Chair,Home,1,119.19,0.05,North America,Premium
1193,2025-01-15,Yoga Mat,Sports,1,64.03,0.0,APAC,Consumer
1194,2025-01-15,Air Purifier,Home,4,266.64,0.1,Europe,Home Office
1195,2025-01-15,iPad Pro,Electronics,2,520.96,0.05,LATAM,Home Office
1196,2025-01-15,Bluetooth Speaker,Electronics,1,1151.06,0.2,North America,Premium
1197,2025-01-15,Yoga Mat,Sports,3,58.65,0.05,LATAM,Home Office
1198,2025-01-15,Leather Jacket,Clothing,1,55.53,0.2,Europe,Consumer
1199,2025-01-15,Smartwatch Ultra,Electronics,4,1042.52,0.15,APAC,Corporate
1200,2025-01-15,Wool Sweater,Clothing,1,107.12,0.1,North America,Premium
1201,2025-01-15,Smartwatch Ultra,Electronics,4,1130.73,0.15,APAC,Corporate
1202,2025-01-15,MacBook Air,Electronics,1,587.37,0.0,LATAM,Consumer
1203,2025-01-15,Ergonomic Chair,Home,4,363.11,0.15,LATAM,Home Office
1204,2025-01-15,Coffee Maker,Home,4,84.16,0.05,APAC,Home Office
1205,2025-01-15,Smartwatch Ultra,Electronics,2,728.87,0.0,North America,Premium
1206,2025-01-16,Running Shoes,Clothing,4,56.19,0.2,Europe,Corporate
1207,2025-01-16,Dumbbell Set,Sports,2,134.85,0.0,LATAM,Consumer
1208,2025-01-16,Coffee Maker,Home,3,294.54,0.0,North America,Corporate
1209,2025-01-16,Camping Tent,Sports,3,78.98,0.0,LATAM,Premium
1210,2025-01-16,Coffee Maker,Home,2,194.97,0.2,North America,Home Office
1211,2025-01-16,Smartwatch Ultra,Electronics,4,342.59,0.05,APAC,Corporate
1212,2025-01-16,iPad Pro,Electronics,2,711.86,0.15,APAC,Home Office
1213,2025-01-16,Bluetooth Speaker,Electronics,3,349.55,0.05,North America,Home Office
1214,2025-01-16,Leather Jacket,Clothing,4,65.24,0.1,Europe,Consumer
1215,2025-01-16,Bluetooth Speaker,Electronics,1,840.54,0.0,LATAM,Premium
1216,2025-01-16,Smartwatch Ultra,Electronics,4,1023.4,0.2,LATAM,Home Office
1217,2025-01-16,Standing Desk,Home,2,336.59,0.05,Europe,Consumer
1218,2025-01-17,Tennis Racket,Sports,4,107.61,0.0,Europe,Consumer
1219,2025-01-17,Air Purifier,Home,1,344.26,0.1,North America,Corporate
1220,2025-01-17,Wool Sweater,Clothing,2,117.91,0.1,LATAM,Premium
1221,2025-01-17,Leather Jacket,Clothing,3,55.38,0.0,North America,Home Office
1222,2025-01-17,Leather Jacket,Clothing,1,74.74,0.2,LATAM,Consumer
1223,2025-01-17,Bluetooth Speaker,Electronics,4,467.63,0.2,North America,Home Office
1224,2025-01-17,Bluetooth Speaker,Electronics,4,282.89,0.0,North America,Premium
1225,2025-01-17,Sleeping Bag,Sports,4,64.09,0.0,Europe,Premium
1226,2025-01-17,Cotton T-Shirt,Clothing,1,87.72,0.2,Europe,Consumer
1227,2025-01-17,Sleeping Bag,Sports,2,122.28,0.05,North America,Consumer
1228,2025-01-17,Cotton T-Shirt,Clothing,1,137.86,0.2,North America,Corporate
1229,2025-01-17,Bluetooth Speaker,Electronics,3,348.48,0.2,North America,Consumer
1230,2025-01-17,Standing Desk,Home,4,307.62,0.0,Europe,Corporate
1231,2025-01-17,Coffee Maker,Home,3,293.41,0.15,Europe,Consumer
1232,2025-01-18,Dumbbell Set,Sports,3,36.29,0.0,APAC,Premium
1233,2025-01-18,Ergonomic Chair,Home,3,350.87,0.0,Europe,Home Office
1234,2025-01-18,Coffee Maker,Home,2,304.14,0.0,Europe,Corporate
1235,2025-01-18,Smartwatch Ultra,Electronics,2,638.14,0.2,APAC,Home Office
1236,2025-01-18,Denim Jeans,Clothing,3,61.37,0.15,North America,Premium
1237,2025-01-18,Leather Jacket,Clothing,4,117.14,0.2,Europe,Home Office
1238,2025-01-18,Smartwatch Ultra,Electronics,2,1043.29,0.0,APAC,Consumer
1239,2025-01-18,Denim Jeans,Clothing,4,148.53,0.05,APAC,Home Office
1240,2025-01-18,Standing Desk,Home,1,98.03,0.0,North America,Home Office
1241,2025-01-18,Sleeping Bag,Sports,3,74.0,0.1,LATAM,Corporate
1242,2025-01-18,Cotton T-Shirt,Clothing,3,146.33,0.1,APAC,Corporate
1243,2025-01-18,Coffee Maker,Home,3,58.85,0.0,LATAM,Premium
1244,2025-01-18,Sleeping Bag,Sports,3,107.7,0.05,Europe,Premium
1245,2025-01-18,Air Purifier,Home,1,232.83,0.1,APAC,Corporate
1246,2025-01-18,LED Desk Lamp,Home,1,146.93,0.15,APAC,Consumer
1247,2025-01-18,iPhone 15,Electronics,3,888.48,0.1,LATAM,Consumer
1248,2025-01-18,Yoga Mat,Sports,1,110.37,0.15,LATAM,Consumer
1249,2025-01-19,Coffee Maker,Home,4,304.57,0.1,Europe,Home Office
1250,2025-01-19,Leather Jacket,Clothing,3,133.47,0.1,North America,Corporate
1251,2025-01-19,Ergonomic Chair,Home,3,173.92,0.0,Europe,Corporate
1252,2025-01-19,Camping Tent,Sports,1,123.58,0.0,North America,Consumer
1253,2025-01-19,Dumbbell Set,Sports,4,113.56,0.15,LATAM,Home Office
1254,2025-01-19,LED Desk Lamp,Home,3,251.0,0.1,APAC,Home Office
1255,2025-01-19,Yoga Mat,Sports,1,168.75,0.2,LATAM,Consumer
1256,2025-01-19,Denim Jeans,Clothing,1,120.82,0.0,APAC,Corporate
1257,2025-01-19,MacBook Air,Electronics,2,202.55,0.15,APAC,Consumer
1258,2025-01-19,Yoga Mat,Sports,1,100.26,0.2,North America,Premium
1259,2025-01-19,Tennis Racket,Sports,4,17.47,0.0,LATAM,Corporate
1260,2025-01-19,Leather Jacket,Clothing,3,92.24,0.05,APAC,Corporate
1261,2025-01-19,Dumbbell Set,Sports,4,23.3,0.15,APAC,Consumer
1262,2025-01-19,Tennis Racket,Sports,2,111.64,0.0,North America,Premium
1263,2025-01-19,Standing Desk,Home,1,304.43,0.0,Europe,Home Office
1264,2025-01-20,Wool Sweater,Clothing,4,144.47,0.0,LATAM,Corporate
1265,2025-01-20,Cotton T-Shirt,Clothing,3,90.9,0.0,LATAM,Premium
1266,2025-01-20,Cotton T-Shirt,Clothing,1,88.27,0.05,LATAM,Corporate
1267,2025-01-20,iPad Pro,Electronics,4,657.58,0.05,APAC,Home Office
1268,2025-01-20,Standing Desk,Home,3,57.56,0.05,APAC,Premium
1269,2025-01-20,Yoga Mat,Sports,4,156.67,0.0,Europe,Home Office
1270,2025-01-20,Wool Sweater,Clothing,1,122.28,0.0,North America,Premium
1271,2025-01-20,Denim Jeans,Clothing,4,54.34,0.05,LATAM,Consumer
1272,2025-01-20,Wool Sweater,Clothing,1,140.65,0.2,Europe,Consumer
1273,2025-01-20,Wool Sweater,Clothing,2,84.37,0.1,North America,Corporate
1274,2025-01-20,Smartwatch Ultra,Electronics,1,502.1,0.0,APAC,Consumer
1275,2025-01-21,LED Desk Lamp,Home,3,210.45,0.2,Europe,Premium
1276,2025-01-21,Camping Tent,Sports,3,91.4,0.0,North America,Consumer
1277,2025-01-21,Running Shoes,Clothing,4,98.92,0.1,North America,Home Office
1278,2025-01-21,Wool Sweater,Clothing,4,110.73,0.0,APAC,Premium
1279,2025-01-21,Running Shoes,Clothing,2,51.45,0.0,Europe,Consumer
1280,2025-01-21,Standing Desk,Home,2,371.33,0.05,LATAM,Corporate
1281,2025-01-21,Sleeping Bag,Sports,2,158.6,0.0,North America,Corporate
1282,2025-01-21,Wool Sweater,Clothing,4,60.03,0.15,Europe,Consumer
1283,2025-01-21,Running Shoes,Clothing,2,139.75,0.15,North America,Home Office
1284,2025-01-21,Leather Jacket,Clothing,3,91.54,0.1,North America,Premium
1285,2025-01-21,iPhone 15,Electronics,2,703.14,0.15,APAC,Premium
1286,2025-01-21,Leather Jacket,Clothing,2,100.89,0.0,APAC,Corporate
1287,2025-01-21,Cotton T-Shirt,Clothing,2,132.75,0.0,LATAM,Consumer
1288,2025-01-22,Running Shoes,Clothing,4,85.32,0.1,LATAM,Home Office
1289,2025-01-22,Yoga Mat,Sports,4,110.58,0.2,North America,Consumer
1290,2025-01-22,Coffee Maker,Home,2,326.68,0.2,APAC,Home Office
1291,2025-01-22,Bluetooth Speaker,Electronics,2,492.1,0.1,North America,Premium
1292,2025-01-22,Yoga Mat,Sports,1,38.5,0.2,North America,Premium
1293,2025-01-22,Camping Tent,Sports,1,75.6,0.0,North America,Corporate
1294,2025-01-22,MacBook Air,Electronics,2,1104.25,0.0,Europe,Home Office
1295,2025-01-22,Standing Desk,Home,1,227.47,0.0,APAC,Consumer
1296,2025-01-22,Coffee Maker,Home,3,346.34,0.15,LATAM,Consumer
1297,2025-01-22,Bluetooth Speaker,Electronics,2,988.97,0.15,APAC,Corporate
1298,2025-01-23,Ergonomic Chair,Home,1,241.76,0.05,Europe,Premium
1299,2025-01-23,Dumbbell Set,Sports,2,60.31,0.1,Europe,Consumer
1300,2025-01-23,iPad Pro,Electronics,1,283.24,0.15,APAC,Premium
1301,2025-01-23,LED Desk Lamp,Home,3,165.58,0.15,LATAM,Premium
1302,2025-01-23,Bluetooth Speaker,Electronics,2,974.06,0.0,North America,Corporate
1303,2025-01-23,Camping Tent,Sports,4,50.83,0.0,Europe,Home Office
1304,2025-01-23,Ergonomic Chair,Home,3,144.51,0.0,LATAM,Home Office
1305,2025-01-23,Coffee Maker,Home,2,176.52,0.0,North America,Home Office
1306,2025-01-23,Yoga Mat,Sports,1,129.13,0.1,Europe,Premium
1307,2025-01-23,Bluetooth Speaker,Electronics,4,1119.76,0.0,North America,Corporate
1308,2025-01-23,Running Shoes,Clothing,3,36.76,0.05,North America,Premium
1309,2025-01-23,Denim Jeans,Clothing,3,94.44,0.0,LATAM,Home Office
1310,2025-01-23,iPhone 15,Electronics,2,1139.61,0.0,North America,Corporate
1311,2025-01-23,Yoga Mat,Sports,4,59.22,0.15,LATAM,Premium
1312,2025-01-23,Running Shoes,Clothing,2,32.46,0.2,Europe,Consumer
1313,2025-01-24,Standing Desk,Home,1,261.5,0.0,North America,Premium
1314,2025-01-24,Yoga Mat,Sports,3,84.09,0.2,North America,Consumer
1315,2025-01-24,Cotton T-Shirt,Clothing,1,115.31,0.15,APAC,Premium
1316,2025-01-24,iPad Pro,Electronics,1,794.89,0.1,LATAM,Premium
1317,2025-01-24,MacBook Air,Electronics,1,275.06,0.0,LATAM,Corporate
1318,2025-01-24,Denim Jeans,Clothing,2,91.24,0.0,APAC,Corporate
1319,2025-01-24,iPad Pro,Electronics,3,913.56,0.1,LATAM,Premium
1320,2025-01-24,Ergonomic Chair,Home,1,139.56,0.0,North America,Premium
1321,2025-01-24,Yoga Mat,Sports,4,123.91,0.0,APAC,Premium
1322,2025-01-24,iPad Pro,Electronics,2,289.53,0.15,APAC,Premium
1323,2025-01-24,Coffee Maker,Home,2,216.43,0.0,North America,Home Office
1324,2025-01-24,Air Purifier,Home,2,242.34,0.1,LATAM,Home Office
1325,2025-01-24,LED Desk Lamp,Home,4,347.86,0.0,LATAM,Consumer
1326,2025-01-24,Coffee Maker,Home,1,108.85,0.1,LATAM,Premium
1327,2025-01-24,Yoga Mat,Sports,3,84.01,0.0,North America,Premium
1328,2025-01-24,LED Desk Lamp,Home,3,198.16,0.05,LATAM,Consumer
1329,2025-01-25,iPhone 15,Electronics,4,662.03,0.0,APAC,Home Office
1330,2025-01-25,Camping Tent,Sports,4,124.38,0.0,APAC,Corporate
1331,2025-01-25,MacBook Air,Electronics,1,638.53,0.2,APAC,Home Office
1332,2025-01-25,iPad Pro,Electronics,2,878.34,0.0,LATAM,Corporate
1333,2025-01-25,Tennis Racket,Sports,2,180.21,0.0,LATAM,Corporate
